,Body,File name,Subject
4193,member services notice no february commodity exchange inc switches of guarantee please be advised that effective at the close of business february james murray buck will no longer be guaranteed by spear leeds kellogg however mr murray will remain a member guaranteed by mbf clearing corp furthermore be advised that effective at the close of business february raffaele ruggiero rant will no longer be guaranteed by sterling commodities corp however mr ruggiero will remain a member guaranteed by fc stone llc in connection therewith notification of any claims against the aforementioned individual arising out of transactions executed on the exchange up to the close of business on february must be submitted to the corporate secretarys office within ten days inquiries regarding the above should be directed to the member services department at please click on the link below to indicate you have received this email http email email log cfm useremail tana jones enron com refdo c ms note if you click on the above line and nothing happens please copy the text between the quotes open your internet browser paste it into the web site address and press return,9478.,ms commodity exchange inc switches of guarantee
4194,attached is the beta and fee agreement for natsource let me know if they meet with your approval,9032.,beta natsource
4195,i dont know him but hes assigned to alice the power group is growing by leaps and bounds kay mann enron pm to suzanne adams hou ect ect cc subject re new york hotel harlan murphy started last week nice guy from dynegy from suzanne adams ect on pm to kay mann corp enron enron cc subject re new york hotel im curious kay mann enron pm to suzanne adams hou ect ect cc subject re new york hotel why would you ask a question out of the blue from suzanne adams ect on pm to kay mann corp enron enron cc subject re new york hotel now would i ask a question if i already knew the answer kay mann enron pm to suzanne adams hou ect ect cc subject re new york hotel when you ask a question you usually have heard a rumor what did you hear from suzanne adams ect on pm to kay mann corp enron enron cc subject re new york hotel the new york hilton sounds good and the location is good we are paying for this so we dont want to spend a fortune i also emailed nellie in klaubergs office to see if she had any recommendations connections you know i do make sure his bills get paid are you going to be doing business on your vacation days because if you are im not going to charge you i just dont think thats right have you guys had any new additions to your group kay mann enron pm to suzanne adams hou ect ect cc sheila tweed enron com ect dan lyons enron com ect subject re new york hotel never stayed there my current favorite is the omni which is in one of may favorite locations it has a little deli like shop across the street where i can buy reasonably priced bagels cokes etc last year i also stayed at the marriott marquis big right on times square and the mark too snooty i stayed two other places i didnt like but the names escape me ive seen some other smaller hotels which look nice and if i check a map i might remember the names kay from suzanne adams ect on pm to sheila tweed enron com dan lyons enron com kay mann enron com cc subject new york hotel what do you guys know about the mayflower we are looking for a hotel in new york at christmas do any of your people know anything about this place it is where pam and scott stayed and really liked it recommended by brysch http www mayflowerhotel com welcome htm thanks ric doherty office pager ric doherty compaq com ricdoherty att net,6582.,re new york hotel
4196,i need to get a broker client loi for united fuels price k products us crude and products term year i need this yesterday as i promised and didnt get it to him i owe you big time how about an enrononline yo yo to repay you i know you are in canada so can you coordinate with mark greenberg please cc dan diamond on any correspondence with united thanks tana please send a nda for the broker client to ken zito united fuels international inc corporate dr suite burlington ma kzito unitedfuels com thanks tana,10119.,united fuels loi
4197,this is a very good easily digestible summary of the ferc order alan zaremberg ceo of the chamber and located in sacramento asked if we had a summary that we could provide him zaremberg is convinced that no one in california understands what ferc did and wanted to try to educate them if we sanitize it to remove anything sensitive are folks comfortable providing it to zaremberg thanks best jeff,4948.,ferc summary
4198,jones tana l you have been selected to participate in the mid year performance management process your feedback plays an important role in the process and your participation is critical to the success of enrons performance management goals to complete a request for feedback access pep at http pep enron com and select complete feedback from the main menu you may begin providing feedback immediately and are requested to have all feedback forms completed by friday may if you have any questions regarding pep or your responsibility in the process please contact the pep help desk at houston option or email perfmgmt enron com london option or email pep enquiries enron com thank you for your participation in this important process the following is a cumulative list of employee feedback requests with a status of open once you have submitted or declined an employees request for feedback their name will no longer appear on this list note you will receive this message each time you are selected as a reviewer employee name lees lisa sever stephanie,11559.,mid year performance feedback
4199,member services notice no ms april commodity exchange inc termination of affiliation please be advised that effective the close of business april eric zuccarelli zuke will no longer be affiliated with j b commodities however mr zuccarelli will remain a member guaranteed pioneer futures inc notice of intention to transfer membership notice of intention to transfer membership has been posted on the bulletin board of the exchange by steven delgado dlas in connection therewith notification of any claims against the aforementioned individual arising out of transactions executed on the exchange up to the close of business on april must be submitted to the corporate secretarys office within ten days inquiries regarding the above should be directed to the member services department at please click on the link below to indicate you have received this email http email email log cfm useremail tana jones enron com refdo c ms note if you click on the above line and nothing happens please copy the text between the quotes open your internet browser paste it into the web site address and press return,11113.,ms termination of affiliation
4200,notice february to all nymex comex division members all nymex comex division member firms all nymex comex division clearing firms all nymex comex division operation managers from george henderson vice president michael campanelli vice president re march atom processing schedule date business day event preliminary atom reports and give up listings last day for adjustments final atom reports cms debited for brokerage nymex gets confirmation of available funds in escrow account and initiates transfer to brokers funds are deposited to broker accounts brokers who check their morning balances will see the atom deposits reflected in their bank balances note broker enrollments for april cycle must be received by the membership department no later than a m on march if you have any questions regarding nymex please contact juan serrano or gerard taibi at if you have any questions regarding comex please contact david sherman at please click on the link below to indicate you have received this email http email email log cfm useremail tana jones enron com refdo c note if you click on the above line and nothing happens please copy the text between the quotes open your internet browser paste it into the web site address and press return,9682.,march atom processing schedule
4201,notice no april to all nymex division members from neal wolkoff executive vice president re amendments to nymex rule a transactions bids and offers on the trading floor please be advised that nymex rule a has been amended a copy of th e amendments is included below the amendments will become effective on monday april the amendments relate to the quantity which is understood to be bid or offered in the ring when no quantity is specified currently this amount is five contracts for nymex crude oil natural gas heating oil unleaded gasoline platinum and palladium futures contracts the amendments change this quantity to ten contracts for the above referenced products if you have any questions please contact george henderson vice president floor operations at new amendments to nymex rule a asterisks indicates additions brackets indicate deletions rule transactions bids and offers on the trading floor a except as otherwise specifically provided in the bylaws and rules all purchases sales bids and offers for futures and options contracts shall be executed openly and competitively by open outcry in the appropriate trading ring during the authorized hours of trading shall for light sweet crude oil heating oil new york harbor unleaded gasoline natural gas platinum and palladium futures contracts be understood to be for five ten contracts where no quantity is specifie d and for all other futures contracts and all options contracts be understo od to be for one contract where no quantity is specified shall be open to the first member immediately accepting such bid or off er shall be binding upon the first member accepting such bid or offer or part of such bid or offer at the price named by the bidding or offering member and shall be deemed withdrawn if not accepted immediately please click on the link below to indicate you have received this email http email email log cfm useremail dtana jones enron com refdo c d note if you click on the above line and nothing happens please copy the text between the quotes open your internet browser paste it into the web site address and press return,10868.,amendments to nymex rule a transactions bids and
4202,thanks i appreciate it what should i do with the japanese counterparty on the list shut them down for all trading on japan based products until i hear from you will you be coming to the legal conference here in houston next week maybe we could chat then jane mcbride enron am to tana jones hou ect ect cc alan aronowitz hou ect ect john viverito corp enron enron ect subject re financial products in japan dear tana am hoping to get something to you by end friday jane mcbride tana jones ect pm to john viverito corp enron enron jane mcbride ap enron enron cc alan aronowitz hou ect ect subject financial products in japan it appears that we have now opened up our first japan based financial product on enrononline and i need to get some direction from you as to what restrictions if any we have on counterparties located incorporated in japan trading japan based financial products and counterparties not located in japan trading japan based financial products previously the only japanese financial product we had was weather but it wasnt being sold by a japan based enron company so my understanding was that i didnt have any particular restrictions under japanese law for counterparties located in or outside japan in trading this product now that the product is being sold by a japan based company i am wondering was restrictions i might have to keep in mind when doing my daily online approvals the only are japan based direction i am getting is from the broadband legal team robbi rossi which have told me japanese counterparties can only trade us bandwidth segments p s we do have a japanese counterparty on the list,4107.,re financial products in japan
4203,i love your dad original message from nelson michelle sent wednesday november pm to maggi mike subject re ok but im warning you you have your hands full my dad always told me that if someone ever kidnapped me they would bring me right back original message from maggi mike sent wednesday november pm to nelson michelle subject re i can take it and its a deal on the new clothes thing original message from nelson michelle sent wednesday november pm to maggi mike subject re i dont know about that im a brat original message from maggi mike sent wednesday november pm to nelson michelle subject re i think i could original message from nelson michelle sent wednesday november pm to maggi mike subject see you couldnt handle me i am a freak,1404.,re
4204,sam stephanie re cargill ferrous international it was my understanding with the eol team that all divisions would have the legal incorporated entity as part of the name stephanie i my preference is to kick their password application back and get them to change it to read something like cargill ferrous international a division of cargill inc or cargill inc acting through its cargill ferrous international division samuel schott pm to walter guidroz enron enronxgate enron karen lambert hou ect ect tana jones hou ect ect mark taylor hou ect ect brant reves enron enronxgate enron debbie r brackett hou ect ect david hardy lon ect ect lesli campbell enron enronxgate enron cynthia clark enron enronxgate enron enron europe global contracts and facilities enron enron europe global counterparty lon ect ect stephanie sever hou ect ect tom moran enron enronxgate enron claudia clark hou ect ect william s bradford enron enronxgate enron lisa lees hou ect ect juana fayett corp enron enron jana morse corp enron enron trang le hou ect ect paul maley lon ect ect sonya clarke lon ect ect tim davies lon ect ect karen oday na enron enron tanya rohauer enron enronxgate enron kelly lombardi na enron enron brian lindsay enron communications enron communications enron eol call center enron bernice rodriguez hou ect ect bill d hare hou ect ect amy heffernan enron communications enron communications enron molly lafuze enron communications enron communications enron danny clark enron communications enron communications enron cc subject re eol approvals gcp us response any gcp adjustments will be highlighted in red attn gcp london theres a new eol counterparty listed in the uk please respond best rgds samuel x enw gcp from walter guidroz enron enronxgate on pm to karen lambert hou ect ect tana jones hou ect ect samuel schott hou ect ect mark taylor hou ect ect brant reves enron enronxgate debbie r brackett hou ect ect david hardy lon ect ect lesli campbell enron enronxgate cynthia clark enron enronxgate enron europe global contracts and facilities enron enron europe global counterparty lon ect ect stephanie sever hou ect ect tom moran enron enronxgate claudia clark hou ect ect william s bradford enron enronxgate lisa lees hou ect ect juana fayett corp enron enron jana morse corp enron enron trang le hou ect ect paul maley lon ect ect sonya clarke lon ect ect tim davies lon ect ect karen oday na enron enron tanya rohauer enron enronxgate kelly lombardi na enron enron brian lindsay enron communications enron communications eol call center enron bernice rodriguez hou ect ect bill d hare hou ect ect amy heffernan enron communications enron communications molly lafuze enron communications enron communications danny clark enron communications enron communications cc subject eol approvals please see attached,10956.,re eol approvals gcp us response
4205,attached is a revised draft of the committee memo this draft includes john sherriffs a a prc membership which i neglected to include on the previous draft,7772.,revised memo
4206,my notes show that this is a governmental it is the utility for the town of colorado springs colorado samuel schott am to walter guidroz enron enronxgate enron karen lambert hou ect ect tana jones hou ect ect mark taylor hou ect ect brant reves enron enronxgate enron debbie r brackett hou ect ect david hardy lon ect ect lesli campbell enron enronxgate enron cynthia clark enron enronxgate enron enron europe global contracts and facilities enron enron europe global counterparty lon ect ect stephanie sever hou ect ect tom moran enron enronxgate enron claudia clark hou ect ect william s bradford enron enronxgate enron lisa lees hou ect ect juana fayett corp enron enron jana morse corp enron enron trang le hou ect ect paul maley lon ect ect sonya clarke lon ect ect tim davies lon ect ect karen oday na enron enron tanya rohauer enron enronxgate enron kelly lombardi na enron enron brian lindsay enron communications enron communications enron eol call center enron bernice rodriguez hou ect ect bill d hare hou ect ect amy heffernan enron communications enron communications enron molly lafuze enron communications enron communications enron danny clark enron communications enron communications enron cc subject re eol approvals gcp response any gcp adjustments will be highlighted in red rgds samuel x gcp enron net works global data management from walter guidroz enron enronxgate on pm to karen lambert hou ect ect tana jones hou ect ect samuel schott hou ect ect mark taylor hou ect ect brant reves enron enronxgate debbie r brackett hou ect ect david hardy lon ect ect lesli campbell enron enronxgate cynthia clark enron enronxgate enron europe global contracts and facilities enron enron europe global counterparty lon ect ect stephanie sever hou ect ect tom moran enron enronxgate claudia clark hou ect ect william s bradford enron enronxgate lisa lees hou ect ect juana fayett corp enron enron jana morse corp enron enron trang le hou ect ect paul maley lon ect ect sonya clarke lon ect ect tim davies lon ect ect karen oday na enron enron tanya rohauer enron enronxgate kelly lombardi na enron enron brian lindsay enron communications enron communications eol call center enron bernice rodriguez hou ect ect bill d hare hou ect ect amy heffernan enron communications enron communications molly lafuze enron communications enron communications danny clark enron communications enron communications cc subject eol approvals please see attached,10697.,re eol approvals gcp response
4207,ok i might not be here by the time i am supposed to go to ny but i guess you can keep thinking that original message from maggi mike sent monday november am to nelson michelle subject re you can answer me in ny original message from nelson michelle sent monday november am to maggi mike subject re ill have to think about it original message from maggi mike sent monday november am to nelson michelle subject re im still wating for one original message from nelson michelle sent monday november am to maggi mike subject re i guess well see so what was my answer to your proposal original message from maggi mike sent monday november am to nelson michelle subject re yep original message from nelson michelle sent monday november am to maggi mike subject re um nope are you original message from maggi mike sent monday november am to nelson michelle subject re havent you learned yet im always right original message from nelson michelle sent monday november am to maggi mike subject re i hope that you are right original message from maggi mike sent monday november am to nelson michelle subject re youre not going anywhere original message from nelson michelle sent monday november am to maggi mike subject re um ok original message from maggi mike sent monday november am to nelson michelle subject re nope and stop original message from nelson michelle sent monday november am to maggi mike subject re isnt that being too nice so i am freaking out about my job again,1007.,re
4208,rebecca and kelly ive attached the letter from ken to the board notifying them that we were named most innovative company in america for the sixth consecutive year ken has approved the letter and it contains his electronic signature ive formated the letter and left room for names and addresses you can adjust as needed please mail it at your earliest convenience thanks mary,7371.,letter to board
4209,i know i saw you yuck original message from maggi mike sent tuesday november am to nelson michelle subject re shoveling food down my throat original message from nelson michelle sent tuesday november am to maggi mike subject what are you doing,2306.,re
4210,your review and approval of the following product type in the eol datamanager is needed for directions on approval please see steps for approval at the bottom of this e mail if you have any questions please call me at ext do not approve product types between the hours of am am us wthr bp bdd swap bond portfolio nov oct usd bdd a us weather bond portfolio basket degree day financial swap transaction with enron north america corp under which the seller is obliged to pay the payment amount to the buyer where the floating amount is above the strike amount or where the buyer is obliged to pay the payment amount to the seller where the floating amount is below the strike amount the floating amount is the sum of the underlying payment amounts for the underlying transactions the strike amount shall be the amount submitted in the price field by counterparty via the website the notional amount is the quantity submitted by counterparty via the website the payment amount is the product of i the notional amount and ii the absolute value of the difference between the floating amount and the strike amount the calculation period is from and including the effective date of november to and including the termination date of october the calculation period shall commence at am on the effective date and conclude at am on the termination date at the relevant reference weather station or fallback station for the underlying transactions the basket of reference weather stations for the underlying transactions and the terms and conditions for such underlying transactions as well as the respective fallback stations are set forth in the gtc the price is quoted in us dollars per unit of volume which will be the contractual currency bdd shall mean basket degree day the reference basis shall be in degrees fahrenheit as specified for each relevant reverence weather station the maximum payout limit is usd multiplied by the quantity submitted by the counterparty via the website steps for approval click the start button select programs select test applications select enrononline cluster prod proceed with usual login password click the enron online production cluster start button select enrononline this is the eol datamanager proceed with eol login password click on the for enrononline click on the for product types click on the for partially approved select the product requiring review as stated in e mail above right mouse click on properties to view product set up to approve right mouse click on approved,10821.,approval needed for us weather swap
4211,this morning the u s supreme court released its long awaited decision in whitman formerly browner v american trucking associations the case involving epas new rules setting standards for ozone and particulate matter pm as you may recall the u s circuit court of appeals d c circuit had ruled that epa exceeded its constitutionally delegated authority from congress in crafting the new ozone pm rules and also ruled that explicit cost considerations could not be used in standard setting the supreme court considered arguments on both the delegation and the cost question industry petitioners had strongly argued that the federal government must consider cost and not just health benefits in setting national air pollution standards the supreme courts ruling held the following reversed the circuit courts ruling on delegation holding that the epas ozone pm rules did not represent an unconstitutional delegation of legislative power upheld the circuit courts ruling on cost considerations holding that the clean air act unambiguously bars cost considerations from the process of setting air quality standards remanded the ozone pm rules to epa holding that epas implementation of the rules was unlawful and epa must develop a reasonable interpretation of the ozone standards in general industry is not very happy with the result they lost arguments and the remand in will lead to some changes in the way the new standards are applied and give the bush administration the chance to make some cosmetic changes and may lead to some delays in implementation of the rules but the bottom line is the new epa ozone pm standards will move forward among other things the new rules set an hour standard for determining attainment status for ozone and pm we are in the process of analyzing the courts ruling in more detail and will circulate further analysis shortly please contact me with any questions please forward to others who might find this information useful thanks jeffrey keeler director environmental strategies enron washington dc office cell phone,7605.,supreme court rules in ozone pm case
4212,please plan to attend a meeting to discuss hurricane preparedness w tom donahoe tuesday june th pm in eb c thanks alex saldana,209.,hurricane preparedness meeting
4213,pm yolanda sandoval yolanda sandoval halliburton com on pm to cc subject fw rescuing hug yolanda sandoval kbr legal dept yolanda sandoval halliburton com rescuinghug jpg rescuinghug jpg,643.,fw rescuing hug
4214,jim i think that the point of the flurry is that we in california aint received anything from pg e seemed that wanda from her note said that she is on top of it can you check in with tamara and find out what her issues are greatly appreciated from what i heard on the phone last night sounds like that little girl of yours is going to be an opera singer best jeff tamara johnson ees am to jmb jbennett gmssr com harry kingerski enron enronxgate jeff dasovich na enron enron leslie lawner enron enronxgate james d steffes na enron enron diann huddleson hou ees ees mary lynne ruffer hou ees ees cc subject re trying to locate px credit information theres been a flurry of e mail on this my original question remains can whomever in govt affairs received the px credit calculation info from pg e please let me know i am working on this on several fronts i e with wanda diann and mary lynne but i do need to see the pg e info thanks tamara did jeff get this info jim enron capital trade resources corp from tamara johnson ees pm to jmb jbennett gmssr com harry kingerski enron enronxgate jeff dasovich na enron enron leslie lawner enron enronxgate james d steffes na enron enron diann huddleson hou ees ees mary lynne ruffer hou ees ees cc subject trying to locate px credit information pg e has changed the method of calculating the px credit recently prior to june they appeared to be using a market based price for power but in june the credit dropped to about mwh which looks like utility owned gen we want to make sure we are not missing a utility levied charge in our forward curves e g ctc charge that will be applied to da so were trying to verify the utilities method of calculating px credits i talked to the pg e accounting person who said that their regulatory group has sent enrons regulatory group information on the way the px credit is calculated can someone locate this information and forward it to me as soon as possible given that our customers are all switching to da we dont want to discover theres a charge we dont know about thanks tamara,28815.,re trying to locate px credit information
4215,only for the night original message from nelson michelle sent monday november am to maggi mike subject re please tell me that you did not move out and why didnt you buy some this morning original message from maggi mike sent monday november am to nelson michelle subject re i forgot to pack my toothpaste long story original message from nelson michelle sent monday november am to maggi mike subject re what no are you being serious you can get some in the store in the other building did you forget to brush your teeth this morning original message from maggi mike sent monday november am to nelson michelle subject re no i havent heard anything do you have any toothpaste original message from nelson michelle sent monday november am to maggi mike subject re it was good i guess i didnt want to come back and what am i late for its not like i have a whole lot to do have you heard anything about today or tomorrow i love coming to work more and more rumors to greet you original message from maggi mike sent monday november am to nelson michelle subject re dont hush me how was youre trip back original message from nelson michelle sent monday november am to maggi mike subject re hush sent from my blackberry wireless handheld www blackberry net,1573.,re
4216,are you attending this is a change why message sent on behalf of wes colwell you have been selected to participate on the vp commercial support prc sub committee to cross calibrate and rate the commercial support vice presidents this prc will be held on july in eb c you will be responsible for representing vice presidents in your functional area and or business unit the attached file details specifically the employees we are requesting that you represent two weeks prior to the meeting you will receive the following information to facilitate your preparation employee profile consolidated feedback list of accomplishments functional vs business unit ranking differences you should discuss the performance of these vice presidents with their manager and resolve any issues based on feedback received prior to attending this meeting the results of this committee will be reviewed and approved by the vp prc committee on july if you have any questions or concerns please dont hesitate to contact me at ext wes colwell,8900.,vp commercial support prc sub committee
4217,to all new york mercantile exchange members from neal wolkoff executive vice president re delayed opening date march notice d d d d d d d d d d d d d d d d d d d d d d d d d d d d d d d d d d d d d d d d d d d d d d d d d d d d d d d d d d d d d d d d d d d d the executive committee of new york mercantile exchange inc has decided to delay the opening of all exchange metals markets by two hours tomorrow and all exchange energy markets by one hour due to anticipated transportation delays because of inclement weather in the new york metropolitan area the eurotop c futures and options and eurotop c futures markets will open at am other openings will be as follows aluminum futures and options am copper futures and options and palladium futures am platinum and gold futures and options am silver futures and options am natural gas futures and options and propane futures am light sweet crude oil futures and options am heating oil and unleaded gasoline futures and options am electricity futures and options and middle east crude which are traded electronically will begin trading with the start of the nymex accessc session at pm this afternoon this information is subject to change based on further weather reports and actual snow fall for the most current information the exchange is advisi ng that individuals check fastfacts the exchange s hour information ser vice at and use extension for announcements or log onto the exchange s world wide web home page on the internet www nymex com please click on the link below to indicate you have received this email http email email log cfm useremail dtana jones enron com refdo c d note if you click on the above line and nothing happens please copy the text between the quotes open your internet browser paste it into the web site address and press return,9834.,delayed opening
4218,thanks sue thanks lara sue nord enron enronxgate pm to jeff dasovich na enron enron cc lara leibman enron communications enron communications subject fw bridge line thanks jeff original message from leibman lara sent tuesday july pm to nord sue subject fw bridge line original message from dasovich jeff sent tuesday july pm to leibman lara subject re bridge line thanks lara,29352.,re fw bridge line
4219,hi tana rex would like to move forward with the sun nda using the exact language as the recent iplanet nda except with sun microsystems inc instead of iplanet this is because the initial sun discussions will be only with the business development people and there will be no engineers or software developers in the room so the residuals clause is ok as sun likes it for now this new nda could take the place of any sun nda in progress please let me know if you need any more information before sending this out thanks mark p input info for the nda legal name of the company sun microsystems inc business contact name at the company who will receive the nda john fowler business contact email phone fax if applicable john fowler sun com phone companys address san antonio rd palo alto ca nature of discussion project offline nda delivery method email other delivery needed hard copy sent by mail fedex fax no legal contact at the company optional but helpful ene legal may already have this,11366.,nda for sun microsystems inc
4220,tana attached are the l c provisions for the deutsche bank master would you please verify that the provisions are in fact our language thanks sara per steve kesslers request attached please find exhibit a to paragraph of annex a letter of credit provisions please let me know if i can be of further assistance regards kelly see attached file exhibit a doc exhibit a doc,3841.,letter of credit provisions
4221,congress passes the commodity futures modernization act of late friday afternoon december congress passed the commodity futures modernization act of the purpose of the act is to eliminate unnecessary regulation of commodity futures exchanges and other entities falling within the coverage of the commodities exchange act cea and the provide legal certainty with regard to certain futures and derivatives transactions by enacting such changes congress intends to promote product innovation and to enhance the competitive position of us financial markets certain provisions of the act open the door for enrons further product innovation and growth specifically the act provides important legal certainty for energy and other transactions occuring both on an over the counter otc bilateral basis and on multilateral electronic trading platforms enron was a leading advocate of passage of this legislation bilateral transactions under the act bilateral transactions in all commodities other than agriculture commodities that do not occur on trading facility i e not on a multi party exchange are exempt from most provisions of the cea as long as the transactions are entered solely between eligible contract participants i e persons and certain legal entities satisfying capital thresholds and other requirements under the act this provision essentially codifies and expands existing cftc exemptions for swaps and forward contracts thereby eliminating a degree of legal ambiguity that has frustrated product innovation and growth multilateral transactions in addition the act creates a broad exemption for any agreement contract or transaction in commodities other than agriculture commodities so long as they the transactions are between eligible commercial participants are entered into on a principle to principle basis and that take place on a multi party electronic facility this exemption could facilitate expansion of enrononline to allow for multi party transactions however certain legal requirements will have to be met other transactions the act also creates a broad exclusion for a number of commodities that are of interest to enron including credit risk measure commodities and weather derivatives again the derivative transaction exclusion will have to meet certain legal thresholds this legislation has been over six years in the making and the collective support of many enron employees has been crucial thank you to all that have contributed to the passage on this important legislation we will have a more through legal summary of this legislation in the near future do not hesitate to contact me at of mark taylor at with any questions,6836.,commodity exchange act passes congress
4222,thanks justy maybe you can just fax me a copy of your pa or eta so i can have a copy of the document when i speak to them my fax no is thanks justin boyd enron euenronxgate am to tana jones hou ect ect cc subject re eol trades with glencore commodities limited hi tana thanks for the note i am looking for the original letter we signed with glencore but from my recollection all we said to gencore was that the choice of law under any master or other trading agreement between enron and glencore was unaffected by the choice of english law under the uk pa or eta this of course is not quite the same as glencores view below j original message from jones tana sent may to boyd justin subject eol trades with glencore commodities limited justin per the email below before we respond to glencore we just wanted to make sure that you havent made any agreements with glencore with respect to choice of law for the online trades that would subject them to uk law i dont want to talk to them without checking with you first since this is one of the true counterparties that we are trading with on both sides of the atlantic by the way i heard you had some really good news im so happy for you trades with glencore commodities limited tana please see the email below can you please look into glencores assertion that their eol trades vs ena should be governed under english law thanks diane am from debbie nicholls enron euenronxgate on pm gdt to larry joe hunter hou ect ect julie brewer na enron enron diane anderson na enron enron cc subject eol trades with glencore commodities limited hi i have received a call from miriam in glencore re eol transactions her concerned are that she does not receive the confirmations within hours from houston of the deal being dealt which we are subject to in london and she would like to see this from ena also when glencore agreed to trade eol transactions they stipulated that english law be used for all transactions presuming these would be the same from ena she has tried to call but only gets voice mail could you please contact her to discuss these and any other issues she has with eol tel regards debbie,12159.,re eol trades with glencore commodities limited
4223,updated core non core analysis for am pdt pm cdt meeting,12513.,core non core analysis
4224,sbx soto and scott which establishes a windfall profits tax passed off of the senate floor moments ago on a party line vote of i have attached the most recent version of the bill for your review http info sen ca gov pub bill sen sb sbx bill amended sen pdf,8373.,sbx windfall profits tax
4225,notice no september to all member firms all nymex clearing members all nymex operations managers from neal wolkoff re position limits for mid columbia electricity futures contract the position limits for the mid columbia electricity futures contract is as follows futures current delivery month any one month all months gross long or short pursuant to rule all months any one month position limits all position limits other than the gross limits on futures alone are calculated on a net basis for the purpose of rule expiration month position limits the expiration month position limits are effective during the last three trading days of an expiring contract the expiration month position limit is calculated on a net basis if you have any questions please contact nicholas galati associate director of market surveillance at or bonnie h yurga supervisor of market surveillance at please click on the link below to indicate you have received this email http email email log cfm useremail tana jones enron com refdo c note if you click on the above line and nothing happens please copy the text between the quotes open your internet browser paste it into the web site address and press return,3780.,position limits for mid columbia electricity futures
4226,taffy can you please take care of this thanks can someone please have interoffice mail me a copy of the blue flame propane inc master agreement for our files thanks brant,9379.,blue flame propane inc
4227,thanks for taking the lead on this note tims question about handicapping the liklihood of approval prices will move in the west based on these odds we need to have a better view than anyone else ray alvarez pm to james d steffes na enron enron cc tim belden hou ect ect joe hartsoe corp enron enron steven j kean na enron enron alan comnes pdx ect ect steve walton hou ect ect susan j mara na enron enron subject re iso market stabilization plan tim although theres always a chance my impression is that the ferc wont buy the ban on exports as this would appear to run afoul of the commerce clause and certainly goes counter to everything that ferc hopes to accomplish with their own order and initiatives i am less certain about the direction ferc will go on pricing since even the staff has recognized stumbling blocks in their own recommendation and offers possible variants the iso has not submitted revised tariff sheets for approval yet so it is unlikely they would try to implement their own plan in the near term if they try to do so without ferc approval possible legal avenues might include the filing of a complaint at ferc asking for fast track processing this fast is measured in weeks not days and or seeking injunctive relief in court faster which can be hard to obtain but not impossible depending entirely on the circumstances will keep you posted if i learn anything new on this ray james d steffes pm to tim belden hou ect ect cc joe hartsoe corp enron enron ray alvarez na enron enron steven j kean na enron enron alan comnes pdx ect ect steve walton hou ect ect susan j mara na enron subject re iso market stabilization plan ray can you please take the lead in responding to tim re ferc v state actions sue any info on whether the iso would do this unilaterally jim to joe hartsoe corp enron enron james d steffes na enron enron ray alvarez na enron enron steven j kean na enron enron alan comnes pdx ect ect steve walton hou ect ect susan j mara na enron enron cc subject iso market stabilization plan the recent plan filed at ferc is horrible the two most aggregious parts are the cost based standing bids and the ban on exports i know that we are commenting on this proposal i am also looking for intellegence on whether the iso proposal has any chance of getting approved by ferc if it is not approved by ferc what can the californians do california has ignored ferc before if they attempt to unilaterally implement changes what is the likelihood that the feds step in to intervene if you hear anything on this matter please keep me posted the proposed plan will have a huge impact on the california market and we need as much advance notice as possible,5182.,re iso market stabilization plan
4228,original message from lohman tk sent wednesday june pm to watson kimberly lindberg lorraine lokay michelle fawcett jeffery subject fw socalgas capacity policy please find attached a letter from lad and pat of socal tw was requested by socal to reallocate the needles window on intraday cycle last friday socal lowered the window below tws firm requirements this has not been the policy previously followed by the two companies once the socal window was established on the timely cycle the window would not change for that gas day i did not want to cut tws ft shippers late on friday i wanted time to alert them that this policy was changing and they could not rely on getting the same allocation of gas at needles during each daily cycle lynn and i talked with pat davidson and tw has agreed to accomodate any changes increases or decreases to the window during a particular gas day except for the intraday cycle lynn and i told pat that changing the allocation during intraday cycle would create imbalances on tws system and tw was not allowed to have shipper imbalances per its tariff lynn has prepared an ebb posting alerting our shippers of this change it will be posted today and the policy will go into affect for fridays gas day any questions please call mrs blair original message from davidson patricia tppsd pdavidson socalgas com enron mailto imceanotes davidson c patricia tppsd cpdavidson s ocalgas ecom e enron enron com sent wednesday june am to blair lynn tk lohman tk lohman subject socalgas capacity policy the attached letter was faxed to shelly corman this morning twcap doc pat davidson gas scheduling manager southern california gas company pdavidson socalgas com twcap doc,27817.,change to socalgas capacity policy
4229,louis i went to fill in all that stuff but they want to much personal information like my address and phone number which i dont like to give out and they wont accept the referral without it louis fernandez company louis lfcompany com pm to tana jones enron com cc subject re rate your contractor you bet original message from tana jones enron com mailto tana jones enron com sent friday may pm to louis lfcompany com subject re rate your contractor can i expect any kind of payback from my contractor for giving him such a high rating louis fernandez to tana jones enron com company cc louis lfcomp subject rate your contractor any com pm tana when you have a chance could you do me a favor and go to www contractor com and do a search for contractor by name then enter my name and then my company name will come up and then click on the link to rate this contractor then fill out the form and rate your favorite contractor and of course you must give me high marks how are you doing louis,12110.,re rate your contractor
