,Subject,Body,File name
2496,its a,yippy pm catherine mckalip thompson enron communications on pm to kelly kimberly enron communications enron communications lauren iannarone ny ect ect stacy walker enron communications enron communications susan worthen enron development enron development joe kolb enron development enron development laura glenn ots enron enron sybille lilienthal corp enron enron michael terraso ots enron enron mary schoen na enron enron stacey bolton na enron enron jeffrey keeler enron com lisa jacobson enron enronxgate janel guerrero corp enron enron heather mitchell hou ees ees elizabeth howley hou ees ees helen rizzo enron development enron development kathy mongeon enron development enron development cc subject its a baby boy announcing the arrival of sean mckalip thompson born friday may lbs oz long mama is tired but well and baby is well and not tired enough will try to stay somewhat in touch through e mail and you can always call me on my cell but will not guarantee how lucid ill be to respond,13138.
2497,abb,hi ben i got a call from mike and he gave me his lawyers telephone number he is very interested in the change order of couse do i have the pay off number what would be a good time to talk about the abb payment allocation with herman i really want to put that issue to be because i dont know if we cant put the stuff into turbopark if we havent taken care of it im getting ge consent to put the coral turbines into turbopark if necessary that doesnt mean we have to but i dont want to take any chances how would you feel about not having the call and just having the noon call that would give me time to talk to abb and we would be able to get the llc agreement back to coral thanks kay,2538.
2498,follow up on vepco,elizabeth hope you had a wonderful thanksgiving weekend just wanted to follow up on my messages on your voice mail re our call with vepco and subsequently with kevin it seems that there might be some agreement with vepco with regards to moving to an hourly index kevin said he needed to hear from you and the higher ups that our potential exposure resulting from audits was something we needed to address and he would then take the resulting positions on his books without being penalized over potential mtm downside please give me a call when you have a moment so i can fill you in and we can discuss the feedback we need to provide internally and to vepco theyre expecting something by tomorrow tuesday please feel free to call me at any time regards rahil w c,382.
2499,participants committee commandeering counsel,the monday june schedule for the additional meetings with possible commandeering counsel for the participants committee is as follows pm john quinn of quinn emanunel pm bert fields of greenberg glusker pm george caplan of kaye scholer the meetings will take place in greenberg gluskers conference room a on the nd floor of avenue of the stars los angeles ca for those that would like to participate by telephone the dial in number is and the participant code is please let me know if you plan to attend in person or by telephone thanks confidentiality notice the information contained in this e mail message is intended only for the personal and confidential use of the recipient s named above this message may be an attorney client communication and as such is privileged and confidential if the reader of this message is not the intended recipient you are hereby notified that you have received this document in error and that any review dissemination distribution or copying of this message is strictly prohibited if you have received this communication in error please notify the sender immediately via e mail and delete the original message,7592.
2500,electricity risk management workshop and portfolio valuation,at the bottom of this announcement there are several listings for short courses please consider whether it would be helpful for you to attend o ne of them bng ation and optimization conference june washington d c electricity risk management workshop and portfolio valuation and optimization conference june washington d c overview in the current environment of volatile energy prices and deregulation it has become increasingly more important for the electricity industry to lea rn how to manage price risk euci presents a two part workshop conference formatted for the beginner to expert in price risk management the first workshop is designed for the beginner with no prior experience in risk management and introduces the basic vocabulary and concepts in a concise a nd easily understandable format which forms the foundation for the more advanced concepts applied in the conference to view the details for these events please visit electricity risk management workshop http www euci com conferences ermjun htm portfolio valuation and optimization conference http www euci com conferences pvojun htm list of other upcoming events transmission grid expansion and system reliability conferences conference focus on regulation regulatory legislative update and incentives for transmission grid expansion and system reliability may denver co http www euci com conferences formay htm conference focus on pricing pricing and incentives for transmission gr id expansion and system reliability may denver co http www euci com conferences fopmay htm market based planning for transmission capacity expansion may denver co http www euci com conferences mbtmay htm short courses engineering and planning for aging t d infrastructures june washington d c http www euci com conferences eapjun htm what generation developers need to know about transmission june washington d c http www euci com conferences wgdjun htm distributed generation conferences distributed generation basics of evaluation and selection august denver colorado http www euci com conferences dgbaug htm distributed generation conference august denver colorado http www euci com conferences dgcaug htm distributed generation power quality solutions august denver colorado http www euci com conferences dgpaug htm distributed generation interconnection challenges august denver colorado http www euci com conferences dgiaug htm after you click any of these event titles you will see links for program agenda registration information and online registration on the right han d column depending upon your browser and monitor you may need to maximize the page to see these links we have just published conference proceedings on recently held ancillary services conference and associated pre and post conference workshops the table of contents for these can be seen by clicking to our proceedings pag e http www euci com proceedings htm kindly forward this announcement to your colleagues who might benefit from attending these conferences workshops courses best regards l mrig electric utility consultants inc euci preserve drive greenwood village co lmrig euci com send us a note if you do not wish to receive these announcements,5696.
2501,pg e comments a open season,re pg es open season pge open season application comments rtf attached are pacific gas and electric companys responses to administrative law judge browns questions posed in the administrative law judges ruling shortening time for protests or responses and replies to the application filed by pacific gas and electric company issued june in a pg e gas transportation open season these pg e responses pg e comments are provided to the e mail list sent out yesterday june to recipients per judge browns request to pg e please note that a limited number of recipients subsequently notified pg e that they did not wish to remain on the e mail list accordingly pg e has modified the list and the instant e mail list of recipients reflects those modifications deletions pg e will also provide the pg e comments by mail to the service list in i if technical questions arise from this e mail please call my secretary amy yu at thank you dave anderson pg e law department pge open season application comments rtf,27999.
2502,world hunger form exhibits,attached for your review is a clean copy of the world hunger form exhibits second document below which incorporates numerous changes from john rigby and eric booth as well as some clean up also attached hereto is a colored blackline first document below showing the changes made to the last version of the exhibits sent to ge world hunger form exhibits blackline of to doc exhibits to enron turbine form agreement doc world hunger form exhibits blackline of to doc doc,4596.
2503,ms switch of status,may notice ms switch of status please be advised that effective with the close of business may the following member s will switch their status within the exchange john ardizzone ardi from a full member to a licensee member with a qualified trader guarantee provided by pioneer futures inc members and member firms have days from the date of this notice to advise the corporate secretary s office of any claims in accordance with rule inquiries regarding the above should be addressed to the member services department please click on the link below to indicate you have received this email http email email log cfm useremail dtana jones enron com refdo c d ms note if you click on the above line and nothing happens please copy the text between the quotes open your internet browser paste it into the web site address and press return,12185.
2504,enron livingston county privileged and confidential,matt since so much of this related to tax i thought you should have a look at it rusty fred im not sure of the context of the presentation of the information is this something which is going to the public or to the governmental entity involved if there is something which will be distributed to the public then we should consider having enrons pr group bless it kay as many of you know we have received a number of written questions from livingston county which were presented to them by residents enron and our firm have prepared and attached an initial draft response to those questions copies are provided in word perfect and word for your convenience certain of the responses deal with specific areas for which each of you are responsible while we have attempted to utilize the information that you have previously prepared it is critical that you approve the responses please review the proposed responses and fax me any changes or call me by noon tomorrow while im quite interested in any comments you may have on any of the responses please be prepare to specifically approve or modify the following questions pollina questions farnsworth wylie questions a and b ensr questions a and b and everyone else everything i hope to speak to each of you but if you cannot reach me please call karen way at enron livingston draft response to questions wpd enron livingston draft responses word doc mark a gershon piper marbury rudnick wolfe phone fax mark gershon piperrudnick com the e mail address and domain name of the sender changed on november please update your records the information contained in this communication may be confidential is intended only for the use of the recipient named above and may be legally privileged if the reader of this message is not the intended recipient you are hereby notified that any dissemination distribution or copying of this communication or any of its contents is strictly prohibited if you have received this communication in error please re send this communication to the sender and delete the original message and any copy of it from your computer system thank you for more information about piper marbury rudnick wolfe please visit us at http www piperrudnick com enron livingston draft response to questions wpd enron livingston draft responses word doc,3387.
2505,weekly california update conference call,gngr the government affairs group continues to have a weekly california update conference call every monday at am cdt however we have decided to change the passcode information to ensure enron privacy please make note of the new passcode on your schedules date weekly on mondays time am cdt number domestic passcode location eb also if you feel there is someone within enron that should get this change notice please feel free to forward this information to them thanks and call me if you have any questions gngr,28765.
2506,redlined version titan schaeffer option,she makes me crazy the way she copies three lawyers in her firm eveytime she writes me a pet peeve xgred doc attached hereto please find the redlined version of the titan schaeffer option as compared to the fehr option please feel free to call with any questions or comments thanks karen s way piper marbury rudnick wolfe n lasalle chicago illinois email karen way piperrudnick com ph fax the information contained in this communication may be confidential is intended only for the use of the recipient named above and may be legally privileged if the reader of this message is not the intended recipient you are hereby notified that any dissemination distribution or copying of this communication or any of its contents is strictly prohibited if you have received this communication in error please re send this communication to the sender and delete the original message and any copy of it from your computer system thank you for more information about piper marbury rudnick wolfe please visit us at http www piperrudnick com xgred doc,3187.
2507,exercise of put,kay i spoke to george and although he will check with intergen he believes that intergen will be amenable to allowing enron to exercise its put i dont think theyd go to ge for an acknowledgment from ge that the exercise was okay but frankly based on what ge has already agreed to i dont think anyone needs it confidentiality notice this message is being sent by or on behalf of a lawyer it is intended exclusively for the individual or entity to which it is addressed this communication may contain information that is proprietary privileged or confidential or otherwise legally exempt from disclosure if you are not the named addressee you are not authorized to read print retain copy or disseminate this message or any part of it if you have received this message in error please notify the sender immediately by e mail and delete all copies of the message,5532.
2508,pager,i have a new pager and although im not positive i will keep it long term heres the info to call by phone and enter a page to send an email message pagenetmessage net im still trying to figure it out,1559.
2509,electronic mail,you have been identified as a person who may have contact with power in california based on our receipt of various subpoenas we will be preserving your past and future electronic mail please be prudent in the circulation of electronic mail relating to your work and activities thank you,12647.
2510,cera multimedia presentation monday december,cera multimedia presentation replay now available monday december title the merger and acquisition dilemma author north natural gas team e mail category conference call multimedia product line north american natural gas url http www cera com client nag media cfm this years delayed heating season has provided much needed breathing room for gas markets with significantly warm weather in november and december fourth quarter demand has dropped considerably below expectations and storage inventories have remained higher than projected this has temporarily eased the upward pressure on prices but the fundamentals remain aligned for tighter gas markets to come in a december conference call ceras north american natural gas team discussed the status of the current market warm weather so far this winter released pressure in the north american gas market this pressure has already begun to resurface winter storage and supply appear adequate injections next summer could still challenge supply availability northeast price volatility will continue with or without added pipeline capacity canadian supply meeting demand to view and listen to a replay of this presentation an example of a new technology we are using please click on the link above end follow url for playback this electronic message and attachments if any contain information from cambridge energy research associates inc cera which is confidential and may be privileged unauthorized disclosure copying distribution or use of the contents of this message or any attachments in whole or in part is strictly prohibited terms of use http www cera com tos html questions comments webmaster cera com copyright cambridge energy research associates att htm,11053.
2511,interfert,our next step is to file a pleading with the versailles court of appeals which puts our spin on the court appointed experts report the deadline for filing our pleading is next friday although we need to file it as early next week as possible given that this is our third extension of time i have reviewed bernard mettatals draft had him make changes and think we hit the right points in short interfert knew the court was going to limit its recovery to commissions on deals it actively participated in with egle interfert had its shot at producing information to support this position to the court appointed expert but interfert failed to do so our brief prays for recovery for all of the preliminary award made to interfert of ff and our attorneys fees a key issue is what the court meant when it required that interfert be actively involved in the deal the trial judge wasnt very specific we say it means interfert had to bring a real deal to us not just introduce us to a purchaser at lunch importantly i just learned that a new judge will hear this case we dont know who it will be yet the judges in france move around quite a bit ive got my fingers crossed that enron will get a better shake this time around given that this matter will not be set for hearing until march we may get a ruling on our appeal from the french supreme court before then let me know what else you need from me so i can authorize mettatal to file our pleading thanks britt,7611.
2512,availability for conference call,to all please let me know your availability for a conference call next week on or at pm eastern time to discuss the following getting a eei contract working group organizational plan in place asap the best antidote for preventing an energy industry standards board from taking over the eei contract management is to have a separate well defined and broadly supported group in place agenda and schedule for the next meeting of the working group adding new members to the drafting committe in particular noel trask of the excelon power team has asked to join asap i would like to get the optional provisions circulated earlier this week up on the website and through the listserver along w the announcement of our organizational proposal and future working group meetings thanks andrew s katz director industry legal affairs edison electric institute pennsylvania avenue n w washington d c voice fax e mail akatz eei org andy katz vcf,227.
2513,charlotte,im on a conference call could you call charlotte asap and review the plan for tonight paige is in her car if you need her input ckm,4243.
2514,abx,abx passed out of the senate appropriations committee moments ago on a vote of the bill received no republican votes i have attached the amended version of the bill for your review the bill will be taken up on the senate floor shortly then will go back to the assembly for concurrence this afternoon http info sen ca gov pub bill asm ab abx bill amended sen pdf,7266.
2515,exhibits to gas turbine purchase agreement,ditto exhibits to enron south america turbine blk doc exhibits to gas turbine purchase agreement without notations doc attached please find both a clean and blackline of the exhibits to the enron south america turbine agreement please be aware of the following exhibits b and h need to be added does exhibit f need to be updated and revised before signing in section of exhibit k the terms specific date and recovery schedule are not defined for exhibit t please confirm that enron has received all documents that it should have received by now exhibits to enron south america turbine blk doc exhibits to gas turbine purchase agreement without notations doc,2677.
2516,clickpaper approvals,attached are clickpaper approvals for january,9086.
2517,ews brown bag lunch,this might be really helpful mark your lunch calendars now you are invited to attend the ews brown bag lunch series featuring ozzie pagan topic east power origination trading thursday february am pm eb c you bring your lunch limited seating we provide drinks and dessert rsvp x,1645.
2518,merged comments on draft issues outline,attached is a copy of the draft issues outline circulated on june showing the suggested changes provided by sce turn and cue i have not indicated the source of the particular comments consistent with our ground rules moreove any failure to pick up a comment was unintentional it was a manual process and some comments were difficult to merge see you tomorrow morning at merged edit of draft issues outline ek doc,27827.
2519,dynegydirect eta,i am unable to send you those dynegydirect docs because my file is missing i have tried unsuccessfully to locate it so i am contacting the online team right now trying to get copies from them as soon as i get copies i will get you copies tana please send a copy of the executed dynegydirect eta with addendum between enron north america and dynegy to will fredercking at ebb thanks leslie,9050.
2520,risk management presentation,stinson i will present market risk management in petroleum industry for international chinese petroleum petrochemical technology conference houston dec there will be plus delegates from us china and taiwan to participate the conference it is a free advertizing opportunity for enron if you have time could you take a look at the presentation to see if any errors thanks zimin,7871.
2521,energy power risk management glossary,hi tana a little birdie tells me that you have a supply of the energy power risk management glossary booklets am i getting close ive found it to be very helpful and i think it would help one of our new lawyers carlos sole could i get a copy for him any other good power references thanks kay,1627.
2522,time,im not doing a good job of time management so yoga is looking doubtful,4510.
2523,dinner tomorrow in san antonio,we will need to catch a cab to get to la fogata which is located at vance jackson road in san antonio our dinner reservations are for pm so i suggest we all meet in the hotel lobby at and catch group cabs together dress is casual the phone number for the restaurant is in case you get lost in a wild cab ride or something similar this will have special meaning to certain swap group members if you havent rsvpd back to me please do so so i can get an accurate head count for tomorrow see you in san antonio,11438.
2524,fletcher challenge industries limited,tana attached is an excel file which shows all ecc transactions done with fletcher challenge industries limited since october i am also faxing back the list of deals which were sent to us by chamberlain hrdlicka with a couple of comments noted thereon with regards to one transaction basis according to their list as well as i mentioned on the phone all of our transactions are with fletcher challenge industries limited and not fletcher challenge limited as noted in the letter from chamberlain hrdlicka if you require anything else please let me know dianne,9468.
2525,genpower term sheet,fyi heres the draft term sheet for genpower please holler if you have any comments kay,2657.
2526,abb contract,hi lisa i received your voice mail regarding the abb contract as i recall abb signed the contract after i received approval from you while we were on the phone on july talking about the moore project rose and herman and had incorporated the comments sent by rob taylor quite frankly i thought that was it for the gf approval process so westlbs comments came as a surprise to me when they were faxed in a few days later i received a voice mail that indicated that abb is ok with westlbs changes i expect enron may be signing today and we will need westlbs signature please advise how this should be handled kay,3953.
2527,two ndas,the two ndas to be created are for morningstar systems official corporate name morningstar systems inc state of incorporation maryland principal business address red brook blvd suite owings mills maryland name title of your authorized signatory usually your attorney or executive michael g kumpf president insource corporation official corporate name insource technology corporation state of incorporation delaware principal business address n sam houston parkway east suite houston texas name title of your authorized signatory usually your attorney or executive david black president you can e mail the two ndas to bill breslin insource com or fax them to him at morningstar is their subcontractor so bill will take care of both companies thanks,10599.
2528,override sa,this goes with the ge contract please call to discuss pm from roseann engeldorf on pm to kay mann corp enron enron rob taylor taylr andrews kurth com timothy oxley toxley winston com cc subject override sa see attached rose,2102.
2529,cpuc,drew fossum needs some info on the cpuc proceeding addtional testimony was filed by socal we need to know if we can become a party and file testimony at this time if we felt we needed to also can you find out whether anyone has filed additional supplemental testimony please call me at,13373.
2530,esource presents free dow jones interactive training,esource presents free dow jones interactive training attend one of our dow jones interactive personalizing customizing dji and custom clips clinics mar pm eb pm eb pm eb seats fill up fast to reserve a seat please call stephanie e taylor at please bring your dow jones interactive login id and password if you dont have one a guest id will be provided check the esource training page at http esource enron com training doc for additional training sessions and vendor presentations http esource enron com,9804.
2531,enovate ca and financial services agreement,kay and gregg attached for your review are the revised and redlines of the i ca for enovate empolyees and ii financial services agreement as for the ca i have given it a term from the date of execution until october it would be best for peoples to provide their own form of ca for the information they want to be subject to a confidentiality as for the financial services agreement i have incorporated the duties of the managing member from the llc agreement it is my understanding that gregg has requested assistance from enron tax to complete paragraph a and d and will touch base with travis regarding paragraph to identify the nature of the expenses that would be incurred by enron corp these drafts are subject to kays review and approval but we are one step closer please let me know your comments and i will incorporate accordingly kathleen,5404.
2532,sbx mou,attached please find sbx polanco which is senator peace and senator shers mou originally this was governor davis mou but the governor has since switched his support to abx hertzberg and keeley http info sen ca gov pub bill sen sb sbx bill amend ed sen pdf,13020.
2533,vacation,just a reminder i will be on vacation from the th thru the th i will no t have my computer with me but joseph will have my schedule in an emergency,29376.
2534,ca development agreements,attached please find the latest version of the ca development i and ii agreements as well as blaclines document nos and showing the changes to sections and ca development ii comparison of to doc ca development i comparison of v to doc break out agreement for cis doc break out agreement cis doc,2167.
2535,ge meeting,we have scheduled a meeting to address the status of our discussions with ge and develop an organized approach to some issues the meeting will be held at in eb c see you then kay,3603.
2536,qf ideas,hi mike parquet found me to talk about the qf ideas that you guys are bouncing around ill be in portland tomorrow you have some time to sit and discuss a bit best jeff,29348.
2537,comed ppa plano,attached is the latest version of the draft term sheet sent out last friday it incorporates the comments of greg penmann i have also filled in some of the blanks on the following issues delay ld amounts and caps availability s penalties bonuses amounts and caps comed schedule change limitations project update section removal of event of default language early completion bonus amount and cap please review this comed term sheet and forward me any additional comments i am forwarding a copy of this term sheet to kay mann for her review i left her a voicemail letting her know that this term sheet format was developed earlier this year with legal input from stuart zisman i would like to be a position to send this term sheet to comed sometime tomorrow this document should also serve as a template for the term sheet which i will be preparing to send to the wholesale energy group at wisconsin electric regarding a ppa from the plano site i would like to have that document ready by wednesday thursday of this week i will send you the first version of this wepco document either later today or tomorrow morning call see me to discuss any of this information fred,3666.
2538,hawaii presentation,carol st clair eb phone fax carol st clair enron com fyi julia heintz murray enron wholesale services enron industrial markets llc smith street eb houston tx fax julia murray enron com darlene c forsyth enron enronxgate am to annmarie tiller enron enronxgate brent vasconcellos enron enronxgate danny wilson enron enronxgate david c williams enron enronxgate james sandt enron enronxgate vicki sharp hou ees ees kristina mordaunt enron communications enron communications travis mccullough hou ect ect alan aronowitz hou ect ect julia murray hou ect ect lance schuler legal hou ect ect daniel r rogers enron development enron development alan quaintance jr enron enronxgate cc davidbarbour akllp com smtp enronxgate charles delacey hou ect ect gareth bahlmann enron enronxgate ryan siurek corp enron enron bill bowes enron enronxgate jordan mintz enron enronxgate barry schnapper corp enron enron leslie linares enron enronxgate subject hawaii presentation david barbour andrews kurth with the assistance of enron representatives from global finance commercial legal accounting and tax will make a presentation on the hawaii structure on monday april th from in eb c please feel free to extend an invitation to whomever in your group who may benefit from this presentation please rsvp to leslie linares at x or by email by thursday april as lunch will be served thanks darlene,10875.
2539,enmax energy corporation,we have received an executed master agreement type of contract isda master agreement multicurrency cross border effective date march enron entity enron canada corp counterparty enmax energy corporation transactions covered approved for all products with the exception of foreign exchange confirming entity enron canada corp governing law province of alberta copies will be distributed cordially susan s bailey enron north america corp smith street suite a houston texas phone fax e mail susan bailey enron com,11125.
2540,confidentaility agreement,kc we need a confidentiality agreement relating to asset management services for intergen we may have a confidentiality agreement in place please check with k young it probably wont cover this plus i think this should be in the name of epmi reagan what do you think thanks kay am from reagan rorschach enron enronxgate on pm to kay mann corp enron enron cc subject confidentaility agreement kay intergen information intergen north america two houston center fannis suite houston texas phone fax contact john jones vice president scope of services reagan c rorschach enron north america smith street houston texas,5766.
2541,xms expense report,tana accounts payable received a hard copy of your expense report however it is not submitted in xms for us to process for payment please go back into xms and select the report and click submit to your manager for approval the report not submitted is for let me know if you have any questions thanks vance bates accounts payable,11998.
2542,aluminum market maker,notice no may memorandum to all comex division member firms and members all nymex division member firms and members from neal l wolkoff executive vice president re aluminum market maker please be advised that aig international will cease to be the aluminum specialist market maker effective with the close of trading on monday may further information will be provided when a new specialist market maker is selected please click on the link below to indicate you have received this email http email email log cfm useremail tana jones enron com refdo c note if you click on the above line and nothing happens please copy the text between the quotes open your internet browser paste it into the web site address and press return,11708.
2543,name overlay and name correction,attached are the name correction for minerals managment services and the name overlay from cng retail services corporation to dominion retail inc shortname changes for this week will be coordinated w erms it on friday mar records on the feb report will be inactivated on thursday mar,9657.
2544,pg e letter setting forth calculation of damages,attached is a draft letter setting forth enrons damages in connection with the termination of certain commodity forward and swap positions with pg e in lieu of sending out multiple letters and then aggregating the exposures for set off purposes i thought it would be more understandable if we put all the matters in one letter for each product line i thought we could attach all the relevant information im not sure if this is making it too easy for the court but it seems like the right thing to do each commodity line then would assemble the following and attach as an appendix to the letter copy of master contract or applicable gtc copy of transaction confirmations copy of termination notice sent to pg e chart summarizing key commercial terms of transaction s chart summarizing unpaid receivables and invoices for same chart setting forth termination payment calculation for each terminated trade paragraph describing methodology used to determine termination payment valuation eg quotes secured threw out high and low and averaged middle list showing quotes secured entity person time and amount and the extent available written confirmation of such quote i will be out of the office the rest of this week but will organize a call for early next week in order to finalize the pg e package thanks for all your help elizabeth sager,580.
2545,madeleine begun kane humor columnist dubyas dayly diary white,this is a link you should all add to your favorites madeleine begun kane humor columnist dubyas dayly diary white house satire five humorous entries each week htm madeleine begun kane humor columnist dubyas dayly diary white house satire five humorous entries each week htm,12517.
2546,new york hotel,what do you guys know about the mayflower we are looking for a hotel in new york at christmas do any of your people know anything about this place it is where pam and scott stayed and really liked it recommended by brysch http www mayflowerhotel com welcome htm thanks ric doherty office pager ric doherty compaq com ricdoherty att net,6556.
2547,list of outstanding issues for completion of world hunger form,list of outstanding issues for completion of world hunger form agreement doc pursuant to kay manns request attached please find the outstanding issues tasks for completion of the world hunger ge turbine form facility agreement we would hope to be able to discuss these issues in wednesdays call list of outstanding issues for completion of world hunger form agreement doc,5471.
2548,rush help needed,no one seems to know about the proxicom documents and dave samuels in eol said your worked on this is proxicom ringing any bell with you tana i believe you can find most of these in contracts with carmen ayala at let me know if she doesnt have them diana ovalle am john pavetto pm to diana ovalle corp enron enron cc subject rush help needed any ideas pm from tana jones ect on pm to john pavetto corp enron enron mary weatherstone hou ect ect jay webb hou ect ect cc dave samuels hou ect ect subject rush help needed we are trying to locate the following agreements immediately for a rush project for louise kitchen valtech jay webb mary weatherstone octopi john pavetto tibco john pavetto luminant john pavetto shockwave contractor in dallas john pavetto proxicom john pavetto pubpoint john pavetto or bob hillier portal builder product of tibco john pavetto weblogic jay webb mary weatherstone houston it contractors john pavetto if you could please let me know if you have the above contracts or who does and or provide me with copies i would be most thankful,9128.
2549,spectron,tana please send a bilateral nda re broker client to finn swarting president spectron energy inc locust ave new canaan ct finn spectronenergy com thanks dan,10488.
2550,alliant energy corporate services,are you ok with this they would not be listing as agent for listed utilities i have checked with kim theriot and if no one has any objections we would like to be consistent with the way we have handled agency situations previously set the name up in global as alliant energy corporate services inc as authorized agent i will make a counterparty specific template that includes the rest of the legal name of the counterparty we have sent this format to other agency entities and it was accepted please let me know when this has been done we will have to move records in the enpower system because a new record was set up thanks,11195.
2551,confidentiality agreement,tana could you please supply me with a copy of your current confidentiality agreement since we copied your group on the enron corp guarantee agreement i thought we could do the same with the ca thanks genia,9600.
2552,uc csu press release,fyi here is the approved press release uc csu added a few more details concerning the extension of the contract,8837.
2553,inactivation name overlay,attached is an inactivation of kinder morgan texas pipeline l p cp id and an overlay of kinder morgan texas pipeline inc cp id per the march report this entity converted to a limited liability company we did not receive any documentation at that time ten days later it converted again to a limited partnership per our normal procedures a new record was created for the limited partnership the inc record was to be inactivated on in the meantime a legal opinion was issued to state that this should be treated as a name change and that an overlay should be done i have overlayed the inc record with lp and the newly created lp record cp id will be inactivated cheryl x,10827.
2554,electronic mail retention,can you help me with this i can never get sanders to respond could you try to get an answer for me sue mara enron corp tel fax richard several months ago i was notified by you that my e mails were being collected therefore i kept doing what ive been doing all along since i joined enron saving those emails i need for my job and deleting others given this new notice from you i am confused about what to do i do not have enough guidance i get hundreds of emails every day i respond to many of them do i save all email receipts and responses do i save a subset what is the basis for saving some and deleting others cant my trash file and my e mail system just be stored by it centrally in houston please respond sue mara enron corp tel fax mark haedicke and richard sanders sent by enron announcements pm to individuals exempted from retention policy cc subject electronic mail retention this is a reminder that due to the various proceedings ongoing in california please do not delete any email or electronic data that relates to the companys past current or future business in california deletion of such data could subject both you and the company to allegations of deliberate destruction of evidence contempt of court and civil and criminal penalties to preserve such data please have your assistant create a folder entitled california data and move all emails and other data to that folder thank you for your cooperation if you have any questions please contact richard sanders at x or mark haedicke at x,29151.
2555,originals,to the extent that any of you all are holding original documents for either the s or s please forward them to either stuart zisman or me d we are trying to pull together the files which will be delivered to allegheny and need to track down the originals on the s we are trying to tidy up the files in anticipation of the sale thanks again for all the help regards don,1800.
2556,investigation of corruption in the turkish energy sector private,fyi private confidential eric shaws team has learned that an investigation has been initiated by th e turkish military to expose and eliminate corruption in the turkish energy sector on january the military took seven energy sector bureaucrats into custod y in the following days other officials from tea the electricity generatio n monopoly and the ministry of energy and natural resources menr and executives from a number of turkish companies were also taken into custody while many of the bureaucrats and executives have been released a leaked report from the military investigators suggests that the operation is wide ranging and may ultimately target the minister of energy and natural resources and other senior energy sector bureaucrats and businessmen enron implications trakya one turkish newspaper has reported that enron s mw trakya power project was being investigated this has not been reported anywhere else because the power price at trakya has been the target of criticism in the past we are not surprised by this report although an investigation is always a possibility other than the one newspaper report there has been n o indication official or otherwise that an investigation is planned or underway gama it has also been reported that the wife of gorkhan yardim the gener al manager of bota the natural gas monopoly works at gama our turkish partner in the trakya project and that his expensive car was a gift from gama gama has told us and yardim has defended himself publicly by saying that his wife has been working at gama since long before yardim had risen to his current position of power at bota and that the car was not a gift from gama it is worth noting however that there have been a number of newspaper reports questioning gama s role in a controversial gas marketi ng deal being undertaken by their turrusgas joint venture with gazprom and bot a outlook it is still not clear how or when this investigation will end in the mediu m and long term this will be good news for enron and other reputable turkish or foreign companies which have found it difficult to do transparent energy deals in turkey in the past in the short term however it is likely to result in a marked decrease in meaningful activity in the turkish energy sector as worried bureaucrats innocent and guilty lay low we will continue to monitor developments especially with regard to the trakya project and report as necessary,7305.
2557,setoff language,isda language thanks for your help carol st clair eb phone fax carol st clair enron com power contract language sometimes we also include affiliates on all legs as well after calculation of a termination payment in accordance with section if the defaulting party would be owed the termination payment the non defaulting party shall be entitled at its option and in its discretion to i set off against such termination payment any amounts due and owing b y the defaulting party to the non defaulting party under any other agreements instruments or undertakings between the defaulting party and the non defaulting party which agreements shall include any natural gas purcha se and sale agreements between epmi s affiliates and party b notwithsta nding anything to the contrary in this agreement any right of setoff to which an y party may otherwise be entitled whether by operation of law contract or otherwise shall not apply with respect to any amounts owed under any other agreements between the parties that are based on the international swaps an d derivatives association master agreement and or ii to the extent the transactions are not yet liquidated in accordance with section withhol d payment of the termination payment to the defaulting party the remedy provided for in this section shall be without prejudice and in addition to any right of setoff combination of accounts lien or other right to which any party is at any time otherwise entitled whether by operation of law contract or otherwise emphasis added section notwithstanding any provision to the contrary contained in this agreement the non defaulting party shall not be required to pay to the defaulting par ty any amount under article until the non defaulting party receives confirmation satisfactory to it in its reasonable discretion which may include an opinion of its counsel that all other obligations of any kind whatsoever of the defaulting party to make any payments to the non defaulti ng party under this agreement or any physical natural gas purchase or sale agreement s between party b and party a or party a s affiliates which a re due and payable as of the early termination date including for these purposes amounts payable pursuant to excluded transactions have been fully and finally performed section emphasis added,594.
